"","id_str","from_user","text","created_at","time","geo_coordinates","user_lang","in_reply_to_user_id_str","in_reply_to_screen_name","from_user_id_str","in_reply_to_status_id_str","source","profile_image_url","user_followers_count","user_friends_count","user_utc_offset","status_url","entities_str","screen_name","reply_to","retweet_from","links"
"11",326496676707704832,"ProfJaimeLester","RT @AERA13: RT @dorothyespelage: look for launch of @AERA_EdResearch taskforce on #bullying work @BULLY_RESEARCH #AERA13 #dorothyespelage.câ¦",2013-04-23 01:44:08,"23/04/2013 01:44:08",NA,"en",NA,"",893641393,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","http://a0.twimg.com/profile_images/2742318765/5783c6a9ee5fb0a366ce7aff45d67b4a_normal.jpeg",110,58,-18000,"http://twitter.com/ProfJaimeLester/statuses/326496676707704833","{""symbols"":[],""urls"":[],""hashtags"":[{""text"":""bullying"",""indices"":[82,91]},{""text"":""AERA13"",""indices"":[113,120]},{""text"":""dorothyespelage"",""indices"":[121,137]}],""user_mentions"":[{""id"":338559551,""name"":""AERA 2013 Conference"",""indices"":[3,10],""screen_name"":""AERA13"",""id_str"":""338559551""},{""id"":212106981,""name"":""Dorothy Espelage"",""indices"":[15,31],""screen_name"":""dorothyespelage"",""id_str"":""212106981""},{""id"":76682760,""name"":""AERA"",""indices"":[52,68],""screen_name"":""AERA_EdResearch"",""id_str"":""76682760""},{""id"":251270329,""name"":""@Bully_Research"",""indices"":[97,112],""screen_name"":""BULLY_RESEARCH"",""id_str"":""251270329""}]}","ProfJaimeLester",NA,"AERA13",NA
"12",326485834163441664,"Center4UrbanEd","Co-Director Bensimon among many Rossier Faculty at #AERA13 ",2013-04-23 01:01:03,"23/04/2013 01:01:03",NA,"en",NA,"",85936545,NA,"web","http://a0.twimg.com/profile_images/675973325/Document1_normal.jpg",2116,665,-28800,"http://twitter.com/Center4UrbanEd/statuses/326485834163441664","{""symbols"":[],""urls"":[{""expanded_url"":""http://www.uscrossier.org/news/dean-gallagher-and-rossier-faculty-to-speak-at-upcoming-aera-annual-meeting/"",""indices"":[59,81],""display_url"":""uscrossier.org/news/dean-gall…"",""url"":""http://t.co/OwTuNrz5Uj""}],""hashtags"":[{""text"":""AERA13"",""indices"":[51,58]}],""user_mentions"":[]}","Center4UrbanEd",NA,NA,"http://t.co/OwTuNrz5Uj"
"13",326485378842365952,"kristinamattis","FAA furloughs make air travel even worse - Jennifer Waters's Consumer Confidential  via @MarketWatch #AERA13 prepare",2013-04-23 00:59:14,"23/04/2013 00:59:14",NA,"en",NA,"",1326226429,NA,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>","http://a0.twimg.com/profile_images/3503323478/fafbf1c34f168814424ffeb4fcbbe2b4_normal.jpeg",12,39,NA,"http://twitter.com/kristinamattis/statuses/326485378842365952","{""symbols"":[],""urls"":[{""expanded_url"":""http://on.mktw.net/17SVeIy"",""indices"":[83,105],""display_url"":""on.mktw.net/17SVeIy"",""url"":""http://t.co/SfkjC50YNK""}],""hashtags"":[{""text"":""AERA13"",""indices"":[123,130]}],""user_mentions"":[{""id"":624413,""name"":""MarketWatch"",""indices"":[110,122],""screen_name"":""MarketWatch"",""id_str"":""624413""}]}","kristinamattis",NA,NA,"http://t.co/SfkjC50YNK"
"14",326483347176034304,"newliteracy","RT @edutopia: Going to @AERA13 in #SF? We're having a fun meetup! RSVP:  #AERA13 #EdResearch #CAedChat",2013-04-23 00:51:10,"23/04/2013 00:51:10",NA,"en",NA,"",84885135,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","http://a0.twimg.com/profile_images/2652879595/ce7b61e0c099a758c328f2e4b3390381_normal.jpeg",556,1199,-21600,"http://twitter.com/newliteracy/statuses/326483347176034304","{""symbols"":[],""urls"":[{""expanded_url"":""http://edut.to/ZIkryK"",""indices"":[72,94],""display_url"":""edut.to/ZIkryK"",""url"":""http://t.co/VBP38TSTiF""}],""hashtags"":[{""text"":""SF"",""indices"":[34,37]},{""text"":""AERA13"",""indices"":[95,102]},{""text"":""EdResearch"",""indices"":[103,114]},{""text"":""CAedChat"",""indices"":[115,124]}],""user_mentions"":[{""id"":35415477,""name"":""edutopia"",""indices"":[3,12],""screen_name"":""edutopia"",""id_str"":""35415477""},{""id"":338559551,""name"":""AERA 2013 Conference"",""indices"":[23,30],""screen_name"":""AERA13"",""id_str"":""338559551""}]}","newliteracy",NA,"edutopia","http://t.co/VBP38TSTiF"
"15",326458055669739520,"NSClearinghouse","RT @aera_edresearch: Less than one week away from #AERA13! Use the hashtag to share ideas for how first-time attendees can make the most...",2013-04-22 23:10:40,"22/04/2013 23:10:40",NA,"en",NA,"",718572314,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","http://a0.twimg.com/profile_images/2576379737/a40blxpdc1pqpoafoa4u_normal.png",363,144,NA,"http://twitter.com/NSClearinghouse/statuses/326458055669739521","{""symbols"":[],""urls"":[],""hashtags"":[{""text"":""AERA13"",""indices"":[50,57]}],""user_mentions"":[{""id"":76682760,""name"":""AERA"",""indices"":[3,19],""screen_name"":""AERA_EdResearch"",""id_str"":""76682760""}]}","NSClearinghouse",NA,"aera_edresearch",NA
"16",326448435219816448,"newliteracy","Had a great #IRA2013 conference. Time to head home to repack my suitcase for #AERA13",2013-04-22 22:32:26,"22/04/2013 22:32:26",NA,"en",NA,"",84885135,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","http://a0.twimg.com/profile_images/2652879595/ce7b61e0c099a758c328f2e4b3390381_normal.jpeg",556,1200,-21600,"http://twitter.com/newliteracy/statuses/326448435219816448","{""symbols"":[],""urls"":[],""hashtags"":[{""text"":""IRA2013"",""indices"":[12,20]},{""text"":""AERA13"",""indices"":[77,84]}],""user_mentions"":[]}","newliteracy",NA,NA,NA
"17",326443610822291456,"leahtaylors","RT @AERA_EdResearch: Presenters: Plan to use your own session hashtag? Start w/ #AERA13 + a keyword, then register your hashtag by tweetingâ¦",2013-04-22 22:13:16,"22/04/2013 22:13:16",NA,"en",NA,"",333234762,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","http://a0.twimg.com/profile_images/1464594612/image_normal.jpg",242,290,36000,"http://twitter.com/leahtaylors/statuses/326443610822291457","{""symbols"":[],""urls"":[],""hashtags"":[{""text"":""AERA13"",""indices"":[80,87]}],""user_mentions"":[{""id"":76682760,""name"":""AERA"",""indices"":[3,19],""screen_name"":""AERA_EdResearch"",""id_str"":""76682760""}]}","leahtaylors",NA,"AERA_EdResearch",NA
"18",326441243494195200,"glenncsavage","Driving north on highway 101, heading for #AERA13 ... but right now, a coffee stop in sunny Santa Barbara",2013-04-22 22:03:52,"22/04/2013 22:03:52",NA,"en",NA,"",492598639,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","http://a0.twimg.com/profile_images/3084437832/c7a22813788b09751732608ec2f72b27_normal.jpeg",216,428,39600,"http://twitter.com/glenncsavage/statuses/326441243494195200","{""symbols"":[],""urls"":[],""hashtags"":[{""text"":""AERA13"",""indices"":[42,49]}],""user_mentions"":[]}","glenncsavage",NA,NA,NA
"19",326436386666315776,"Sciencematters","RT @AERA_EdResearch: Presenters: Plan to use your own session hashtag? Start w/ #AERA13 + a keyword, then register your hashtag by tweetingâ¦",2013-04-22 21:44:34,"22/04/2013 21:44:34",NA,"en",NA,"",27507512,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","http://a0.twimg.com/profile_images/1383119670/MummaCropped_normal.jpg",1456,2001,36000,"http://twitter.com/Sciencematters/statuses/326436386666315777","{""symbols"":[],""urls"":[],""hashtags"":[{""text"":""AERA13"",""indices"":[80,87]}],""user_mentions"":[{""id"":76682760,""name"":""AERA"",""indices"":[3,19],""screen_name"":""AERA_EdResearch"",""id_str"":""76682760""}]}","Sciencematters",NA,"AERA_EdResearch",NA
"20",326435064944672768,"lisaloutz","Fascinating in light of #AERA13 ATL boycott &amp; poverty theme. Hispanic Civil Rights Groups Boycott Hyatt Globally ",2013-04-22 21:39:19,"22/04/2013 21:39:19",NA,"en",NA,"",103424466,NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","http://a0.twimg.com/profile_images/1844367164/revolution_normal.jpg",105,251,-28800,"http://twitter.com/lisaloutz/statuses/326435064944672768","{""symbols"":[],""urls"":[{""expanded_url"":""http://huff.to/13gqHnz"",""indices"":[117,139],""display_url"":""huff.to/13gqHnz"",""url"":""http://t.co/cXWWpC6g3g""}],""hashtags"":[{""text"":""AERA13"",""indices"":[24,31]}],""user_mentions"":[]}","lisaloutz",NA,NA,"http://t.co/cXWWpC6g3g"
"21",326434898246262784,"amcollier","RT @edutopia: Going to @AERA13 in #SF? We're having a fun meetup! RSVP:  #AERA13 cc: @elanaleoni",2013-04-22 21:38:39,"22/04/2013 21:38:39",NA,"en",NA,"",17300374,NA,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","http://a0.twimg.com/profile_images/1904522754/photo_normal.JPG",895,246,-28800,"http://twitter.com/amcollier/statuses/326434898246262784","{""symbols"":[],""urls"":[{""expanded_url"":""http://edut.to/ZIkryK"",""indices"":[72,94],""display_url"":""edut.to/ZIkryK"",""url"":""http://t.co/6QbxiRamrI""}],""hashtags"":[{""text"":""SF"",""indices"":[34,37]},{""text"":""AERA13"",""indices"":[95,102]}],""user_mentions"":[{""id"":35415477,""name"":""edutopia"",""indices"":[3,12],""screen_name"":""edutopia"",""id_str"":""35415477""},{""id"":338559551,""name"":""AERA 2013 Conference"",""indices"":[23,30],""screen_name"":""AERA13"",""id_str"":""338559551""},{""id"":36804418,""name"":""Elana Leoni"",""indices"":[107,118],""screen_name"":""elanaleoni"",""id_str"":""36804418""}]}","amcollier",NA,"edutopia","http://t.co/6QbxiRamrI"
"22",326432993201758208,"biepbl","[Meetup] RT @edutopia: Going to @AERA13 in #SF? We're having a fun meetup! RSVP:  #AERA13 cc: @elanaleoni",2013-04-22 21:31:05,"22/04/2013 21:31:05",NA,"en",36804418,"elanaleoni",55708554,326415043581313024,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","http://a0.twimg.com/profile_images/1430972722/BIE_Edmodo_normal.jpg",4199,25,-28800,"http://twitter.com/biepbl/statuses/326432993201758210","{""symbols"":[],""urls"":[{""expanded_url"":""http://edut.to/ZIkryK"",""indices"":[81,103],""display_url"":""edut.to/ZIkryK"",""url"":""http://t.co/Pl69HWwmY7""}],""hashtags"":[{""text"":""SF"",""indices"":[43,46]},{""text"":""AERA13"",""indices"":[104,111]}],""user_mentions"":[{""id"":35415477,""name"":""edutopia"",""indices"":[12,21],""screen_name"":""edutopia"",""id_str"":""35415477""},{""id"":338559551,""name"":""AERA 2013 Conference"",""indices"":[32,39],""screen_name"":""AERA13"",""id_str"":""338559551""},{""id"":36804418,""name"":""Elana Leoni"",""indices"":[116,127],""screen_name"":""elanaleoni"",""id_str"":""36804418""}]}","biepbl",NA,NA,"http://t.co/Pl69HWwmY7"
"23",326420372280967168,"tweetinglavoz","RT @AERA13: Getting close to #aera13  Now's the time to really build hype.  What are you looking forward to this year?",2013-04-22 20:40:56,"22/04/2013 20:40:56",NA,"en",NA,"",109363223,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","http://a0.twimg.com/profile_images/1442965144/LKC-icon_normal.png",844,640,-21600,"http://twitter.com/tweetinglavoz/statuses/326420372280967168","{""symbols"":[],""urls"":[],""hashtags"":[{""text"":""aera13"",""indices"":[29,36]}],""user_mentions"":[{""id"":338559551,""name"":""AERA 2013 Conference"",""indices"":[3,10],""screen_name"":""AERA13"",""id_str"":""338559551""}]}","tweetinglavoz",NA,"AERA13",NA
"24",326420304974974976,"AERA_EdResearch","Serve as a meal volunteer, tour the facilities, or support the computer fund at @GlideChurch during #AERA13 ",2013-04-22 20:40:39,"22/04/2013 20:40:39",NA,"en",NA,"",76682760,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>","http://a0.twimg.com/profile_images/2874099676/24741fa4b46a701a30fac939d7cb8a38_normal.png",4104,666,-18000,"http://twitter.com/AERA_EdResearch/statuses/326420304974974977","{""symbols"":[],""urls"":[{""expanded_url"":""http://ow.ly/jxWo2"",""indices"":[108,130],""display_url"":""ow.ly/jxWo2"",""url"":""http://t.co/tDxeUXW5m0""}],""hashtags"":[{""text"":""AERA13"",""indices"":[100,107]}],""user_mentions"":[{""id"":29812515,""name"":""Glide Church UMC"",""indices"":[80,92],""screen_name"":""GlideChurch"",""id_str"":""29812515""}]}","AERA_EdResearch",NA,NA,"http://t.co/tDxeUXW5m0"
"25",326420164331577344,"AERA13","RT @AERA_EdResearch: Less than one week away from #AERA13! Use the hashtag to share ideas for how first-time attendees can make the most ofâ¦",2013-04-22 20:40:06,"22/04/2013 20:40:06",NA,"en",NA,"",338559551,NA,"web","http://a0.twimg.com/profile_images/2178964274/sanfrancisco3_normal.jpg",1064,2005,-18000,"http://twitter.com/AERA13/statuses/326420164331577344","{""symbols"":[],""urls"":[],""hashtags"":[{""text"":""AERA13"",""indices"":[50,57]}],""user_mentions"":[{""id"":76682760,""name"":""AERA"",""indices"":[3,19],""screen_name"":""AERA_EdResearch"",""id_str"":""76682760""}]}","AERA13",NA,"AERA_EdResearch",NA
"26",326420060396720128,"AERA13","RT @USCRossier: #USC Rossier's Headlines This Week #AERA13  ",2013-04-22 20:39:41,"22/04/2013 20:39:41",NA,"en",NA,"",338559551,NA,"web","http://a0.twimg.com/profile_images/2178964274/sanfrancisco3_normal.jpg",1064,2005,-18000,"http://twitter.com/AERA13/statuses/326420060396720130","{""symbols"":[],""urls"":[{""expanded_url"":""http://conta.cc/11EQ0dl"",""indices"":[60,82],""display_url"":""conta.cc/11EQ0dl"",""url"":""http://t.co/HUobxeBwfa""}],""hashtags"":[{""text"":""USC"",""indices"":[16,20]},{""text"":""AERA13"",""indices"":[51,58]}],""user_mentions"":[{""id"":19265186,""name"":""USC Rossier"",""indices"":[3,14],""screen_name"":""USCRossier"",""id_str"":""19265186""}]}","AERA13",NA,"USCRossier","http://t.co/HUobxeBwfa"
"27",326419975441117184,"AERA13","Getting close to #aera13  Now's the time to really build hype.  What are you looking forward to this year?",2013-04-22 20:39:21,"22/04/2013 20:39:21",NA,"en",NA,"",338559551,NA,"web","http://a0.twimg.com/profile_images/2178964274/sanfrancisco3_normal.jpg",1064,2005,-18000,"http://twitter.com/AERA13/statuses/326419975441117186","{""symbols"":[],""urls"":[],""hashtags"":[{""text"":""aera13"",""indices"":[17,24]}],""user_mentions"":[]}","AERA13",NA,NA,NA
"28",326415043581313024,"elanaleoni","@biepbl folks-make sure you RSVP :) RT @edutopia: Going to @AERA13 in #SF? We're having a fun meetup! RSVP:  #AERA13",2013-04-22 20:19:45,"22/04/2013 20:19:45",NA,"en",55708554,"biepbl",36804418,NA,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","http://a0.twimg.com/profile_images/1404894072/elana-twiter-art_normal.jpg",6429,6126,-28800,"http://twitter.com/elanaleoni/statuses/326415043581313027","{""symbols"":[],""urls"":[{""expanded_url"":""http://edut.to/ZIkryK"",""indices"":[108,130],""display_url"":""edut.to/ZIkryK"",""url"":""http://t.co/BCTPBh3aoZ""}],""hashtags"":[{""text"":""SF"",""indices"":[70,73]},{""text"":""AERA13"",""indices"":[131,138]}],""user_mentions"":[{""id"":55708554,""name"":""Buck Inst. for Ed"",""indices"":[0,7],""screen_name"":""biepbl"",""id_str"":""55708554""},{""id"":35415477,""name"":""edutopia"",""indices"":[39,48],""screen_name"":""edutopia"",""id_str"":""35415477""},{""id"":338559551,""name"":""AERA 2013 Conference"",""indices"":[59,66],""screen_name"":""AERA13"",""id_str"":""338559551""}]}","elanaleoni","biepbl",NA,"http://t.co/BCTPBh3aoZ"
"29",326412659123683328,"sandyjmac","RT @AERA_EdResearch: RT @edutopia: Going to #AERA13 in #SF? We're having a fun meetup! RSVP:  #CAedChat",2013-04-22 20:10:17,"22/04/2013 20:10:17",NA,"en",NA,"",93938603,NA,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","http://a0.twimg.com/profile_images/1251040586/nhl_normal.jpg",22,105,-21600,"http://twitter.com/sandyjmac/statuses/326412659123683328","{""symbols"":[],""urls"":[{""expanded_url"":""http://edut.to/ZIkryK"",""indices"":[93,115],""display_url"":""edut.to/ZIkryK"",""url"":""http://t.co/TiA7WBUQDr""}],""hashtags"":[{""text"":""AERA13"",""indices"":[44,51]},{""text"":""SF"",""indices"":[55,58]},{""text"":""CAedChat"",""indices"":[116,125]}],""user_mentions"":[{""id"":76682760,""name"":""AERA"",""indices"":[3,19],""screen_name"":""AERA_EdResearch"",""id_str"":""76682760""},{""id"":35415477,""name"":""edutopia"",""indices"":[24,33],""screen_name"":""edutopia"",""id_str"":""35415477""}]}","sandyjmac",NA,"AERA_EdResearch","http://t.co/TiA7WBUQDr"
